Player,Year,FirstServe,FirstServePointsWon,FirstServeReturnPointsWon,SecondServePointsWon,SecondServeReturnPointsWon,Aces,BreakPointsConverted,BreakPointsFaced,BreakPointsOpportunities,BreakPointsSaved,DoubleFaults,ReturnGamesPlayed,ReturnGamesWon,ReturnPointsWon,ServiceGamesPlayed,ServiceGamesWon,TotalPointsWon,TotalServicePointsWon,Wins,Losses,Winnings,Ranking
Grigor Dimitrov,2012,0.62,0.73,0.28,0.53,0.48,309,0.36,283,290,0.65,120,532,0.2,0.36,539,0.82,0.51,0.65,24,19,405210,5
Maximo Gonzalez,2012,0.62,0.62,0.45,0.48,0.48,1,0.71,16,7,0.75,4,13,0.38,0.46,14,0.71,0.52,0.56,0,1,28921,538
Jeremy Chardy,2015,0.62,0.75,0.27,0.51,0.49,404,0.4,341,334,0.62,233,705,0.19,0.35,708,0.82,0.51,0.66,27,27,991907,84
Fernando Verdasco,2013,0.62,0.73,0.3,0.53,0.51,296,0.37,325,393,0.61,248,686,0.21,0.38,678,0.81,0.51,0.65,29,23,875350,37
Frank Dancevic,2016,0.62,0.75,0.22,0.57,0.46,38,0.24,38,42,0.74,10,80,0.13,0.31,80,0.88,0.5,0.68,5,5,70775,328
Hiroki Moriya,2014,0.62,0.59,0.21,0.45,0.51,5,0.57,18,7,0.5,3,19,0.21,0.34,20,0.55,0.44,0.53,0,2,90594,309
Steven Diez,2016,0.62,0.63,0.27,0.46,0.54,11,0.43,30,23,0.5,15,48,0.21,0.36,45,0.67,0.47,0.57,1,3,97021,330
Grigor Dimitrov,2015,0.62,0.75,0.29,0.52,0.5,396,0.37,346,391,0.65,153,687,0.21,0.37,695,0.83,0.52,0.66,33,22,968791,5
Juan Martin del Potro,2011,0.62,0.76,0.3,0.55,0.51,475,0.45,249,402,0.67,124,702,0.26,0.39,701,0.88,0.53,0.68,48,18,1025094,6
Daniel Munoz de la Nava,2014,0.62,0.59,0.18,0.49,0.45,4,0.67,13,3,0.62,7,12,0.17,0.3,13,0.62,0.45,0.55,0,1,39300,274
Borna Coric,2017,0.62,0.72,0.25,0.53,0.5,292,0.37,315,300,0.67,124,628,0.18,0.35,620,0.83,0.5,0.65,24,26,988892,39
Karen Khachanov,2013,0.62,0.69,0.25,0.5,0.51,33,0.43,31,23,0.58,13,53,0.19,0.36,54,0.76,0.49,0.62,4,2,32526,38
Austin Krajicek,2015,0.62,0.74,0.22,0.5,0.43,169,0.26,113,84,0.61,60,242,0.09,0.3,239,0.82,0.48,0.65,7,11,243725,291
Mathias Bourgue,2017,0.62,0.66,0.21,0.49,0.42,10,0.0,11,10,0.45,2,24,0.0,0.29,22,0.73,0.44,0.6,0,2,114714,245
David Goffin,2011,0.62,0.71,0.29,0.55,0.47,15,0.29,20,24,0.7,10,41,0.17,0.36,41,0.85,0.5,0.64,2,2,68176,10
Joao Souza,2015,0.62,0.7,0.27,0.46,0.47,113,0.38,164,116,0.55,58,272,0.16,0.34,268,0.72,0.48,0.61,7,18,289545,305
Ryan Harrison,2012,0.62,0.71,0.28,0.52,0.46,286,0.4,292,248,0.63,118,540,0.18,0.35,550,0.81,0.5,0.64,23,24,390628,54
Sam Groth,2014,0.62,0.81,0.24,0.53,0.41,343,0.31,99,90,0.67,92,291,0.1,0.3,295,0.89,0.5,0.7,10,13,291068,286
Yuki Bhambri,2016,0.62,0.58,0.24,0.46,0.5,8,0.33,28,24,0.46,14,38,0.21,0.35,36,0.58,0.44,0.53,0,3,58101,83
Gianni Mina,2014,0.62,0.6,0.31,0.52,0.63,1,0.33,6,9,0.5,2,12,0.25,0.41,12,0.75,0.49,0.57,0,1,26789,481
David Guez,2014,0.62,0.57,0.22,0.37,0.56,7,0.45,23,11,0.43,1,26,0.19,0.35,26,0.5,0.43,0.49,0,2,70584,268
Sam Groth,2015,0.62,0.79,0.22,0.52,0.41,624,0.28,211,193,0.65,179,535,0.1,0.29,536,0.86,0.49,0.69,19,22,503647,286
Rajeev Ram,2014,0.62,0.7,0.26,0.5,0.42,61,0.33,69,49,0.62,28,117,0.14,0.32,114,0.77,0.48,0.63,11,13,125212,1054
Dmitry Tursunov,2016,0.62,0.67,0.23,0.48,0.48,37,0.46,84,35,0.62,25,111,0.14,0.32,112,0.71,0.47,0.6,1,7,154898,516
Arthur De Greef,2017,0.61,0.67,0.27,0.46,0.42,23,0.36,53,33,0.6,17,81,0.15,0.34,78,0.73,0.47,0.59,2,5,121332,287
Jaume Munar,2015,0.61,0.6,0.27,0.44,0.45,4,0.5,21,6,0.52,1,25,0.12,0.34,23,0.57,0.44,0.54,1,2,34516,173
Konstantin Kravchuk,2017,0.61,0.74,0.21,0.43,0.42,91,0.37,108,60,0.61,43,166,0.13,0.3,158,0.73,0.46,0.62,2,12,233163,323
Kenny De Schepper,2012,0.61,0.77,0.18,0.51,0.42,44,0.2,27,25,0.67,22,64,0.08,0.27,63,0.86,0.47,0.67,1,4,125514,174
Marco Chiudinelli,2009,0.61,0.71,0.26,0.53,0.48,107,0.39,148,120,0.65,43,271,0.17,0.34,272,0.81,0.5,0.64,10,13,283643,464
Viktor Troicki,2012,0.61,0.71,0.31,0.45,0.51,424,0.41,400,396,0.56,116,665,0.25,0.38,667,0.74,0.5,0.61,26,29,695399,70
Florian Mayer,2012,0.61,0.71,0.28,0.52,0.48,180,0.4,276,278,0.59,55,516,0.21,0.36,512,0.78,0.5,0.63,23,26,747236,74
Jiri Vesely,2013,0.61,0.68,0.22,0.41,0.49,29,0.5,53,24,0.57,28,76,0.16,0.32,72,0.68,0.46,0.58,0,7,156651,72
Ilya Ivashka,2016,0.61,0.45,0.35,0.34,0.5,3,0.4,20,10,0.5,4,13,0.31,0.42,13,0.23,0.42,0.41,5,1,84604,122
Carlos Berlocq,2010,0.61,0.65,0.28,0.49,0.54,10,0.38,46,37,0.52,14,67,0.21,0.38,68,0.68,0.48,0.59,3,3,111827,114
Daniel Gimeno-Traver,2015,0.61,0.7,0.28,0.49,0.49,109,0.36,203,215,0.57,85,379,0.2,0.36,366,0.76,0.49,0.62,13,18,349188,272
Viktor Galovic,2014,0.61,0.6,0.3,0.48,0.45,7,0.6,6,5,0.0,4,16,0.19,0.36,16,0.63,0.46,0.55,0,1,12118,183
Bernard Tomic,2009,0.61,0.6,0.22,0.49,0.5,19,0.23,53,26,0.58,13,59,0.1,0.31,59,0.63,0.43,0.56,1,3,69807,182
Alexios Halebian,2017,0.61,0.68,0.14,0.55,0.5,6,0.0,5,6,0.6,1,10,0.0,0.3,9,0.78,0.45,0.63,0,1,15203,706
Kei Nishikori,2011,0.61,0.68,0.29,0.52,0.52,137,0.39,377,403,0.6,158,631,0.25,0.39,640,0.77,0.5,0.62,36,22,745364,36
Quentin Halys,2016,0.61,0.72,0.26,0.43,0.47,89,0.38,87,60,0.69,54,124,0.19,0.34,122,0.78,0.48,0.61,3,6,214925,118
Darian King,2017,0.61,0.61,0.3,0.5,0.52,13,0.4,56,45,0.54,14,79,0.23,0.39,77,0.66,0.48,0.57,9,4,172398,179
Stan Wawrinka,2011,0.61,0.71,0.32,0.54,0.5,322,0.38,324,449,0.57,124,694,0.25,0.39,700,0.8,0.51,0.64,36,20,897115,21
Sergiy Stakhovsky,2017,0.61,0.75,0.27,0.51,0.41,131,0.35,77,74,0.62,35,179,0.15,0.32,182,0.84,0.5,0.66,6,8,288600,121
Florian Mayer,2011,0.61,0.7,0.31,0.51,0.53,252,0.46,415,465,0.6,135,765,0.28,0.4,751,0.78,0.51,0.63,45,26,936791,74
Marco Chiudinelli,2012,0.61,0.69,0.27,0.5,0.43,31,0.24,77,70,0.62,33,131,0.13,0.33,129,0.78,0.47,0.62,4,10,130979,464
Ryan Harrison,2010,0.61,0.7,0.27,0.49,0.47,84,0.3,105,89,0.66,46,163,0.17,0.35,167,0.78,0.48,0.62,4,9,132028,54
Florian Mayer,2017,0.61,0.7,0.25,0.51,0.44,113,0.39,206,132,0.67,45,313,0.16,0.32,313,0.78,0.48,0.62,10,17,649817,74
Maximilian Marterer,2015,0.61,0.72,0.14,0.5,0.41,14,0.0,8,7,0.25,8,24,0.0,0.24,25,0.76,0.44,0.63,0,2,32955,73
Robin Haase,2014,0.61,0.7,0.29,0.49,0.47,201,0.39,239,228,0.56,92,471,0.19,0.35,469,0.78,0.49,0.62,18,23,439474,44
Blaz Rola,2014,0.61,0.71,0.32,0.47,0.43,65,0.38,103,85,0.6,52,168,0.19,0.36,168,0.76,0.49,0.61,5,9,278471,166
Rogerio Dutra Silva,2013,0.61,0.63,0.24,0.47,0.41,13,0.35,66,31,0.44,20,96,0.11,0.32,93,0.6,0.44,0.56,0,1,6171,125
Andrey Kuznetsov,2010,0.61,0.7,0.27,0.49,0.52,33,0.27,39,49,0.62,20,72,0.18,0.36,70,0.79,0.48,0.62,1,4,64118,135
Teymuraz Gabashvili,2013,0.61,0.65,0.31,0.56,0.45,21,0.24,30,37,0.67,10,51,0.18,0.36,52,0.81,0.49,0.62,2,2,166718,301
Teymuraz Gabashvili,2012,0.61,0.68,0.28,0.47,0.49,11,0.37,36,38,0.53,15,64,0.22,0.36,61,0.72,0.48,0.6,1,5,85099,301
Adrian Menendez-Maceiras,2013,0.61,0.6,0.13,0.42,0.51,12,0.25,22,4,0.55,5,27,0.04,0.29,26,0.62,0.42,0.53,0,2,83810,156
Adrian Menendez-Maceiras,2017,0.61,0.7,0.26,0.5,0.5,30,0.34,36,41,0.44,10,76,0.18,0.35,76,0.74,0.48,0.62,2,4,184299,156
Marsel Ilhan,2015,0.61,0.7,0.23,0.48,0.46,135,0.34,137,104,0.55,47,266,0.13,0.32,263,0.77,0.47,0.62,12,14,365197,303
Marsel Ilhan,2011,0.61,0.7,0.25,0.47,0.45,131,0.4,140,106,0.57,47,233,0.18,0.34,231,0.74,0.48,0.61,5,13,209973,303
Andreas Seppi,2010,0.61,0.68,0.31,0.52,0.49,218,0.38,345,373,0.57,115,628,0.23,0.39,621,0.76,0.5,0.62,24,28,481348,62
Adrian Mannarino,2015,0.61,0.71,0.29,0.52,0.5,250,0.39,407,402,0.63,140,684,0.23,0.37,679,0.78,0.5,0.64,28,29,751239,26
Jurgen Zopp,2012,0.61,0.69,0.28,0.5,0.5,88,0.33,113,132,0.57,45,221,0.19,0.36,211,0.77,0.48,0.62,9,12,205319,137
Andreas Seppi,2012,0.61,0.71,0.3,0.52,0.51,275,0.44,381,423,0.57,108,748,0.25,0.38,730,0.78,0.51,0.63,38,27,852988,62
Adrian Mannarino,2013,0.61,0.7,0.24,0.51,0.51,141,0.41,214,138,0.7,62,313,0.18,0.34,306,0.79,0.49,0.63,10,15,462874,26
Go Soeda,2014,0.61,0.63,0.31,0.37,0.53,9,0.37,36,27,0.53,10,38,0.26,0.41,40,0.58,0.47,0.53,2,4,123905,138
Jozef Kovalik,2016,0.61,0.66,0.27,0.53,0.51,36,0.39,88,74,0.6,36,143,0.2,0.36,144,0.76,0.49,0.61,4,9,193074,152
Jozef Kovalik,2017,0.61,0.66,0.26,0.5,0.46,31,0.37,66,38,0.64,12,86,0.16,0.34,86,0.72,0.47,0.6,3,6,132279,152
Alejandro Gonzalez,2015,0.61,0.66,0.25,0.48,0.46,43,0.28,103,93,0.51,35,164,0.16,0.34,161,0.69,0.46,0.59,5,11,200466,308
Steve Darcis,2014,0.61,0.67,0.28,0.58,0.49,9,0.46,16,13,0.69,6,25,0.24,0.38,26,0.81,0.51,0.64,0,3,83402,140
Tim Puetz,2014,0.61,0.79,0.34,0.45,0.45,38,0.41,17,22,0.65,12,37,0.24,0.39,36,0.83,0.52,0.66,0,0,8886,310
Andrey Golubev,2012,0.61,0.67,0.31,0.48,0.51,37,0.51,64,43,0.66,29,88,0.25,0.39,89,0.75,0.49,0.59,3,6,112137,880
Tatsuma Ito,2014,0.61,0.68,0.22,0.54,0.5,47,0.39,58,41,0.66,29,101,0.16,0.33,101,0.8,0.48,0.63,3,6,191093,146
Thiemo de Bakker,2016,0.61,0.71,0.26,0.47,0.45,122,0.36,119,81,0.57,26,209,0.14,0.34,209,0.76,0.48,0.62,6,13,184218,311
Thiemo de Bakker,2013,0.61,0.7,0.26,0.47,0.48,106,0.42,143,92,0.64,34,216,0.18,0.35,207,0.75,0.48,0.61,10,10,207712,311
Thiemo de Bakker,2010,0.61,0.75,0.28,0.53,0.47,482,0.4,271,302,0.65,78,628,0.19,0.35,620,0.85,0.51,0.67,28,24,515137,311
Thiemo de Bakker,2009,0.61,0.7,0.24,0.49,0.54,29,0.41,36,27,0.64,7,61,0.18,0.36,58,0.78,0.49,0.62,3,6,83206,311
Alexander Ward,2016,0.61,0.68,0.13,0.39,0.46,10,0.2,27,5,0.67,8,28,0.04,0.25,29,0.69,0.43,0.57,0,2,57207,315
Fred Gil,2009,0.61,0.68,0.28,0.5,0.5,102,0.42,230,203,0.57,76,391,0.22,0.37,390,0.75,0.49,0.61,3,7,20375,440
Pablo Cuevas,2010,0.61,0.69,0.33,0.48,0.48,193,0.36,286,261,0.56,92,438,0.22,0.38,442,0.71,0.5,0.61,21,22,360882,41
Tommy Haas,2010,0.61,0.71,0.26,0.49,0.53,69,0.34,67,64,0.69,32,107,0.21,0.37,108,0.81,0.5,0.63,3,4,68499,298
James Ward,2012,0.61,0.7,0.25,0.49,0.48,51,0.39,46,38,0.61,14,93,0.16,0.35,87,0.79,0.48,0.62,1,6,89085,798
Grega Zemlja,2010,0.61,0.7,0.27,0.56,0.43,66,0.4,60,40,0.67,15,97,0.16,0.33,99,0.8,0.5,0.65,7,4,113823,898
James Ward,2011,0.61,0.75,0.26,0.51,0.47,62,0.34,40,44,0.63,33,97,0.15,0.33,94,0.84,0.49,0.65,8,5,108066,798
Ante Pavic,2015,0.61,0.74,0.21,0.41,0.58,23,0.19,17,21,0.59,12,30,0.13,0.35,30,0.77,0.49,0.61,0,2,32802,288
Joris De Loore,2016,0.61,0.75,0.2,0.44,0.59,14,0.43,8,7,0.63,5,15,0.2,0.35,14,0.79,0.49,0.63,1,1,48992,322
Brydan Klein,2016,0.61,0.7,0.14,0.46,0.35,14,0.67,13,3,0.54,10,27,0.07,0.24,27,0.78,0.44,0.61,1,2,15978,399
Gilles Muller,2012,0.61,0.81,0.22,0.49,0.46,559,0.33,227,206,0.65,125,558,0.12,0.31,564,0.86,0.5,0.68,22,21,344591,28
Gilles Muller,2015,0.61,0.8,0.23,0.51,0.45,765,0.38,316,269,0.71,201,712,0.14,0.32,718,0.87,0.5,0.68,33,24,749897,28
Gilles Muller,2016,0.61,0.81,0.25,0.53,0.44,888,0.33,263,317,0.67,212,705,0.15,0.32,716,0.88,0.51,0.7,35,24,752157,28
Stephane Robert,2013,0.61,0.72,0.28,0.51,0.55,20,0.33,28,42,0.5,15,63,0.22,0.4,63,0.78,0.51,0.64,2,2,161137,169
Guillermo Garcia-Lopez,2009,0.61,0.69,0.3,0.49,0.53,165,0.4,386,424,0.59,259,631,0.27,0.39,629,0.75,0.5,0.61,28,27,499117,68
Gleb Sakharov,2017,0.61,0.74,0.24,0.43,0.42,10,0.38,14,8,0.64,6,19,0.16,0.31,21,0.76,0.48,0.62,1,1,90152,188
Marcel Granollers,2014,0.61,0.69,0.29,0.48,0.49,225,0.4,357,339,0.54,111,608,0.23,0.38,600,0.73,0.49,0.61,19,28,725566,129
Marcel Granollers,2013,0.61,0.68,0.29,0.51,0.52,206,0.42,345,337,0.57,112,605,0.24,0.38,598,0.75,0.5,0.62,27,24,766626,129
Horacio Zeballos,2011,0.61,0.74,0.28,0.48,0.43,66,0.41,71,59,0.66,30,132,0.18,0.34,132,0.82,0.49,0.63,5,6,125990,67
Marcel Granollers,2010,0.61,0.68,0.32,0.48,0.51,178,0.43,314,322,0.57,110,517,0.27,0.39,508,0.73,0.5,0.61,21,22,525676,129
Julien Benneteau,2017,0.61,0.75,0.25,0.48,0.5,193,0.38,138,174,0.59,108,316,0.21,0.36,310,0.82,0.5,0.65,13,14,570509,57
Julien Benneteau,2016,0.61,0.7,0.25,0.51,0.5,165,0.34,141,135,0.58,64,274,0.17,0.35,268,0.78,0.49,0.63,7,14,331430,57
Donald Young,2017,0.61,0.69,0.26,0.5,0.46,195,0.42,360,251,0.62,186,562,0.19,0.34,571,0.76,0.48,0.61,24,22,713155,131
Albert Ramos-Vinolas,2013,0.61,0.7,0.3,0.51,0.49,141,0.4,250,278,0.54,97,490,0.23,0.37,487,0.76,0.5,0.62,20,23,412900,24
Donald Young,2012,0.61,0.64,0.31,0.43,0.48,63,0.33,289,228,0.54,119,367,0.21,0.37,367,0.64,0.47,0.56,5,24,256315,131
Tommy Haas,2017,0.61,0.69,0.24,0.54,0.45,96,0.29,162,103,0.69,82,259,0.12,0.32,256,0.8,0.48,0.63,6,14,261904,298
Rajeev Ram,2011,0.61,0.71,0.25,0.46,0.42,21,0.43,26,23,0.46,10,54,0.19,0.33,52,0.73,0.47,0.61,21,19,120661,1054
Joao Sousa,2011,0.61,0.63,0.27,0.42,0.51,6,0.55,13,11,0.31,2,23,0.26,0.36,23,0.61,0.46,0.55,2,2,51106,64
Tommy Haas,2011,0.61,0.71,0.26,0.52,0.5,148,0.42,148,113,0.61,81,257,0.19,0.35,260,0.78,0.49,0.64,7,12,189626,298
Matteo Viola,2013,0.61,0.62,0.3,0.42,0.55,23,0.47,110,77,0.56,61,114,0.32,0.41,121,0.6,0.48,0.54,4,7,136799,270
Peter Gojowczyk,2016,0.61,0.77,0.19,0.48,0.41,41,0.38,14,8,0.57,5,41,0.07,0.27,42,0.86,0.47,0.66,1,2,96700,50
Yen-Hsun Lu,2009,0.61,0.68,0.26,0.47,0.5,100,0.38,255,190,0.58,110,383,0.19,0.36,372,0.71,0.48,0.6,10,23,266729,98
Roberto Bautista Agut,2012,0.61,0.64,0.33,0.44,0.49,32,0.35,121,103,0.58,37,142,0.25,0.39,143,0.64,0.48,0.57,3,10,171425,16
Marius Copil,2012,0.61,0.77,0.3,0.49,0.44,65,0.4,32,30,0.63,11,66,0.18,0.36,67,0.82,0.51,0.66,4,4,86939,86
Marco Cecchinato,2014,0.61,0.66,0.27,0.49,0.45,7,0.33,21,18,0.48,7,40,0.15,0.34,40,0.73,0.47,0.59,0,3,85561,100
Andrey Rublev,2016,0.61,0.67,0.26,0.51,0.47,16,0.39,43,28,0.53,20,70,0.16,0.34,69,0.71,0.47,0.61,3,5,131887,33
Cedrik-Marcel Stebe,2017,0.61,0.63,0.32,0.45,0.55,39,0.43,98,102,0.51,31,126,0.35,0.42,132,0.64,0.49,0.56,6,6,201758,101
Tobias Kamke,2013,0.61,0.66,0.3,0.49,0.52,85,0.43,286,270,0.6,98,445,0.26,0.39,438,0.74,0.5,0.6,17,22,430383,213
David Ferrer,2009,0.61,0.69,0.32,0.52,0.55,192,0.43,435,564,0.6,179,761,0.32,0.42,773,0.77,0.52,0.63,45,23,969240,32
Cedrik-Marcel Stebe,2012,0.61,0.64,0.31,0.48,0.48,80,0.39,220,158,0.59,71,274,0.22,0.38,279,0.67,0.48,0.57,9,16,221132,101
Tobias Kamke,2014,0.61,0.67,0.24,0.52,0.51,61,0.35,203,153,0.62,82,329,0.16,0.35,327,0.76,0.48,0.61,10,17,351636,213
Maximo Gonzalez,2015,0.61,0.59,0.24,0.48,0.49,13,0.4,72,30,0.54,13,81,0.15,0.33,79,0.58,0.44,0.55,0,6,142255,538
Laslo Djere,2016,0.61,0.63,0.28,0.58,0.28,1,0.33,7,3,0.43,4,16,0.06,0.28,15,0.73,0.45,0.61,0,1,80698,102
Dusan Lajovic,2014,0.61,0.69,0.27,0.51,0.47,166,0.4,234,183,0.62,76,393,0.19,0.35,391,0.77,0.49,0.62,16,19,518819,93
Laslo Djere,2013,0.61,0.64,0.12,0.41,0.42,6,0.0,7,0,0.57,2,9,0.0,0.2,9,0.67,0.41,0.55,0,1,13345,102
Maximo Gonzalez,2016,0.61,0.61,0.28,0.51,0.53,25,0.29,64,48,0.66,27,78,0.18,0.39,75,0.71,0.48,0.57,2,5,95838,538
Pablo Carreno Busta,2014,0.61,0.68,0.28,0.49,0.5,120,0.41,279,242,0.54,79,451,0.22,0.37,450,0.71,0.49,0.61,13,25,532333,12
Sam Querrey,2010,0.61,0.79,0.27,0.5,0.48,709,0.4,339,401,0.67,203,800,0.2,0.35,810,0.86,0.51,0.67,39,24,1074562,14
Daniel Brands,2012,0.61,0.77,0.24,0.5,0.45,144,0.31,71,64,0.66,49,171,0.12,0.31,167,0.86,0.49,0.67,5,8,130823,428
James Duckworth,2014,0.61,0.7,0.17,0.5,0.44,74,0.27,77,26,0.66,22,124,0.06,0.27,119,0.78,0.45,0.62,1,7,174209,1051
Jordan Thompson,2017,0.61,0.68,0.3,0.47,0.48,165,0.41,228,194,0.59,72,346,0.23,0.37,348,0.73,0.49,0.6,13,17,422805,99
Frank Dancevic,2009,0.61,0.74,0.23,0.54,0.44,149,0.29,92,116,0.58,31,235,0.14,0.32,228,0.83,0.49,0.66,10,12,160612,328
Andreas Haider-Maurer,2012,0.61,0.67,0.29,0.4,0.5,24,0.35,28,20,0.5,22,41,0.17,0.37,44,0.68,0.47,0.56,1,5,82315,418
Ze Zhang,2012,0.61,0.65,0.32,0.44,0.5,21,0.44,45,34,0.53,24,59,0.25,0.39,56,0.63,0.47,0.57,3,6,120057,248
Yasutaka Uchiyama,2017,0.61,0.77,0.26,0.6,0.47,23,0.13,9,24,0.56,2,34,0.09,0.34,34,0.88,0.51,0.7,4,2,54950,228
Benjamin Becker,2016,0.61,0.7,0.28,0.45,0.45,142,0.38,172,152,0.52,76,313,0.19,0.35,301,0.72,0.48,0.61,9,18,346447,1051
Benjamin Becker,2015,0.61,0.71,0.26,0.48,0.44,209,0.39,232,164,0.57,96,417,0.15,0.33,412,0.76,0.48,0.62,11,20,492018,1051
Sam Querrey,2014,0.61,0.79,0.26,0.52,0.46,646,0.37,246,268,0.67,127,598,0.16,0.34,603,0.87,0.51,0.68,28,21,588602,14
Thomaz Bellucci,2009,0.61,0.71,0.29,0.51,0.45,234,0.37,233,216,0.61,90,426,0.19,0.35,417,0.78,0.49,0.63,21,18,390783,224
Thomaz Bellucci,2011,0.61,0.72,0.31,0.49,0.49,297,0.39,322,362,0.58,127,624,0.23,0.38,613,0.78,0.5,0.63,25,25,639354,224
Jurgen Melzer,2015,0.61,0.68,0.31,0.5,0.46,66,0.4,147,133,0.59,79,233,0.23,0.37,234,0.74,0.49,0.61,9,12,271587,581
Ze Zhang,2016,0.61,0.56,0.19,0.53,0.38,7,0.33,30,6,0.67,13,29,0.07,0.27,29,0.66,0.42,0.55,4,3,87531,248
Dudi Sela,2009,0.61,0.66,0.31,0.51,0.5,76,0.42,287,271,0.57,81,442,0.26,0.39,434,0.71,0.49,0.6,18,22,368650,94
Jeremy Chardy,2013,0.61,0.74,0.28,0.49,0.49,389,0.36,318,312,0.64,246,623,0.18,0.36,624,0.81,0.5,0.64,22,25,854554,84
Mikhail Youzhny,2011,0.61,0.69,0.3,0.52,0.5,182,0.39,354,391,0.59,137,630,0.24,0.38,641,0.78,0.5,0.63,27,24,684145,97
Noah Rubin,2016,0.61,0.67,0.18,0.54,0.49,14,0.35,51,26,0.63,23,81,0.11,0.32,80,0.76,0.47,0.62,2,4,119924,247
Illya Marchenko,2014,0.61,0.71,0.25,0.51,0.48,50,0.33,44,36,0.57,32,87,0.14,0.35,86,0.78,0.49,0.63,4,5,145916,252
Daniil Medvedev,2017,0.61,0.72,0.27,0.49,0.49,348,0.38,369,313,0.64,192,601,0.2,0.36,595,0.78,0.5,0.63,24,26,727580,49
Dudi Sela,2012,0.61,0.68,0.29,0.51,0.51,66,0.35,202,208,0.59,73,325,0.22,0.38,321,0.74,0.49,0.61,12,19,223687,94
Dudi Sela,2013,0.61,0.63,0.31,0.46,0.5,16,0.34,111,111,0.51,39,147,0.26,0.39,147,0.63,0.48,0.56,4,10,197103,94
Yen-Hsun Lu,2011,0.61,0.69,0.26,0.5,0.49,99,0.39,226,155,0.6,114,351,0.17,0.35,348,0.74,0.48,0.61,12,21,325481,98
Dudi Sela,2014,0.61,0.67,0.29,0.52,0.51,60,0.42,238,222,0.56,108,385,0.24,0.38,383,0.73,0.5,0.61,18,21,370260,94
Christian Lindell,2014,0.61,0.73,0.34,0.35,0.55,19,0.48,22,25,0.55,16,35,0.34,0.41,34,0.71,0.49,0.58,4,3,33618,357
Vaclav Safranek,2017,0.61,0.59,0.2,0.43,0.36,4,0.0,15,4,0.67,6,13,0.0,0.27,12,0.58,0.41,0.53,0,1,96091,257
Steve Johnson,2016,0.61,0.75,0.26,0.54,0.45,484,0.33,351,361,0.71,149,666,0.18,0.33,667,0.85,0.5,0.67,30,28,1015211,52
Nicolas Mahut,2014,0.61,0.73,0.28,0.5,0.45,284,0.36,211,199,0.58,124,441,0.16,0.34,439,0.8,0.49,0.64,14,23,403120,111
Guilherme Clezar,2015,0.61,0.64,0.24,0.44,0.53,11,0.39,28,23,0.5,10,41,0.22,0.38,42,0.67,0.48,0.57,0,3,104101,241
Alexander Zverev,2015,0.61,0.72,0.24,0.47,0.48,203,0.44,215,174,0.59,138,412,0.18,0.34,412,0.79,0.49,0.62,14,17,355608,4
Dmitry Tursunov,2014,0.61,0.69,0.26,0.51,0.49,173,0.46,228,165,0.64,97,374,0.2,0.35,381,0.78,0.49,0.62,14,19,469850,516
Nicolas Mahut,2017,0.61,0.71,0.26,0.52,0.47,213,0.3,237,208,0.62,91,418,0.15,0.34,426,0.79,0.49,0.64,15,19,602704,111
Nicolas Mahut,2016,0.61,0.74,0.27,0.51,0.48,230,0.46,244,232,0.59,113,531,0.2,0.35,535,0.81,0.5,0.65,23,20,869845,111
Richard Gasquet,2010,0.61,0.74,0.29,0.54,0.5,347,0.39,324,419,0.64,163,710,0.23,0.37,724,0.84,0.52,0.66,38,22,642344,34
John Millman,2017,0.61,0.65,0.28,0.51,0.48,38,0.41,83,61,0.58,13,116,0.22,0.37,118,0.7,0.48,0.6,3,6,296822,91
Leonardo Mayer,2010,0.61,0.74,0.25,0.52,0.45,211,0.36,210,167,0.65,103,393,0.15,0.33,394,0.81,0.49,0.65,13,21,262895,46
Marco Trungelliti,2016,0.61,0.66,0.3,0.51,0.48,23,0.4,70,50,0.64,30,96,0.21,0.37,94,0.73,0.49,0.6,2,4,174996,191
Nicolas Mahut,2012,0.61,0.72,0.26,0.5,0.46,273,0.41,275,209,0.66,92,450,0.19,0.34,456,0.79,0.49,0.64,16,18,324604,111
Nicolas Mahut,2011,0.61,0.73,0.28,0.5,0.49,160,0.36,129,171,0.62,81,265,0.23,0.37,266,0.82,0.5,0.64,11,11,249549,111
Steve Johnson,2011,0.61,0.75,0.28,0.47,0.41,31,0.33,21,18,0.71,13,40,0.15,0.32,37,0.84,0.49,0.64,0,2,40415,52
Nicolas Kicker,2017,0.61,0.66,0.28,0.54,0.48,56,0.44,167,130,0.6,60,271,0.21,0.36,268,0.75,0.49,0.61,10,13,362741,90
Jimmy Wang,2015,0.61,0.69,0.1,0.65,0.36,5,0.0,7,1,0.71,2,16,0.0,0.18,16,0.88,0.46,0.67,0,1,1555,1017
Alex de Minaur,2017,0.61,0.63,0.27,0.46,0.49,22,0.3,69,37,0.52,27,88,0.13,0.35,89,0.63,0.46,0.56,2,5,204673,112
Leonardo Mayer,2011,0.61,0.69,0.26,0.56,0.45,34,0.43,71,47,0.54,31,148,0.14,0.34,145,0.77,0.49,0.64,4,7,164853,46
Ernests Gulbis,2013,0.61,0.76,0.31,0.49,0.5,390,0.44,329,347,0.68,182,603,0.25,0.39,616,0.83,0.52,0.66,37,18,695243,193
John Millman,2012,0.61,0.64,0.17,0.5,0.5,4,0.0,4,2,0.25,1,9,0.0,0.28,9,0.67,0.42,0.59,0,1,34785,91
